0,0
14,75
1,0,13,75
9,6
32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
33,32,33,32,37,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37
32,33,32,49,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,255
33,32,33,48,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,255
32,33,32,49,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,62,8,9,7,8,9,7,8,63,7,8,9,7,8,9,7,8,9,255
33,32,33,48,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,255
32,33,32,49,6,4,5,10,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,4,5,10,4,5,6,58,5,6,4,5,10,4,58,6,4,5,6,4,5,10,58,5,6,4,5,6,4,5,58,4,5,6,4,5,10,4,58,6,4,5,6,4,5,6,58,5,6,4,5,6,255
33,32,33,48,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,59,9,7,8,9,7,8,9,57,8,9,7,8,9,7,57,158,153,153,153,153,153,159,57,158,153,153,153,153,153,159,57,158,153,153,153,153,153,159,57,158,153,153,153,153,153,159,57,8,9,7,8,9,255
32,33,32,33,34,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,32,35,34,35,34,35,34,35,32,35,34,35,34,34,35,32,35,34,35,34,35,34,35,32,35,34,35,34,35,34,35,32,35,34,35,34,35,34,35,32,35,34,35,34,35,34,35,32,35,34,35,34,35,34
33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
43
4,74,1,0,0,0,0,0
5,74,4,0,0,0,0,0
6,56,7,0,0,0,0,0
6,64,9,0,0,0,0,0
6,74,7,0,0,0,0,0
7,74,1,0,0,0,0,0
8,29,4,0,0,0,0,0
8,36,5,0,0,0,0,0
8,44,4,0,0,0,0,0
8,52,6,0,0,0,0,0
8,60,5,0,0,0,0,0
8,68,4,0,0,0,0,0
8,74,4,0,0,0,0,0
9,21,8,0,0,0,0,0
9,37,9,0,0,0,0,0
9,38,7,0,0,0,0,0
9,39,8,0,0,0,0,0
9,40,9,0,0,0,0,0
9,41,7,0,0,0,0,0
9,42,8,0,0,0,0,0
9,43,9,0,0,0,0,0
9,45,8,0,0,0,0,0
9,46,9,0,0,0,0,0
9,47,7,0,0,0,0,0
9,48,8,0,0,0,0,0
9,49,9,0,0,0,0,0
9,50,7,0,0,0,0,0
9,51,8,0,0,0,0,0
9,53,7,0,0,0,0,0
9,54,8,0,0,0,0,0
9,55,9,0,0,0,0,0
9,56,7,0,0,0,0,0
9,57,8,0,0,0,0,0
9,58,9,0,0,0,0,0
9,59,7,0,0,0,0,0
9,61,9,0,0,0,0,0
9,62,7,0,0,0,0,0
9,63,8,0,0,0,0,0
9,64,9,0,0,0,0,0
9,65,7,0,0,0,0,0
9,66,8,0,0,0,0,0
9,67,9,0,0,0,0,0
9,74,7,0,0,0,0,0
7
 ..`.  ..`.  = Move
<>
 ..`.  = Jump
C
hop_4beat.png
 ..`.  + ..`..
>C
1
8,13,9,14,0,4,5,6
1
1,0,0
3
7,11,0,1,-1,0,0
6,19,2,3,4,1,15
6,38,5,6,-1,0,0
