-7,-3
18,47
0,3,14,47
9,11
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,53,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,52,156,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,-1,5,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,43,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
35,34,35,34,35,34,35,34,35,50,143,144,144,144,144,145,42,35,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,255
33,32,33,32,33,32,33,32,33,48,3,1,2,3,1,2,41,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,153,153,153,153,153,153,42,35,34,35
32,33,32,33,32,33,32,33,32,49,6,4,5,6,4,5,40,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,35,34,35,34,35,34,33,32,33,32
33,32,33,32,33,32,33,32,33,52,9,7,8,9,7,8,41,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
28
4,34,9,0,0,0,0,0
5,18,2,0,0,0,0,0
5,19,3,0,0,0,0,0
9,18,5,0,0,0,0,0
10,9,8,0,0,0,0,0
10,10,9,0,0,0,0,0
10,11,7,0,0,0,0,0
10,12,8,0,0,0,0,0
10,13,9,0,0,0,0,0
10,14,7,0,0,0,0,0
10,15,8,0,0,0,0,0
10,16,9,0,0,0,0,0
13,9,8,0,0,0,0,0
6,7,133,0,0,1,1,0
7,7,133,0,0,1,1,0
8,7,133,0,0,1,1,0
9,7,133,0,0,1,1,0
8,23,149,8,23,5,23,2
8,27,146,5,27,8,27,2
8,28,147,8,28,5,28,2
8,29,148,5,29,8,29,2
8,30,149,8,30,5,30,2
5,34,150,5,34,8,34,2
8,35,151,8,35,5,35,2
5,36,133,0,0,4,7,0
6,36,133,0,0,4,7,0
7,36,133,0,0,4,7,0
8,36,133,0,0,4,7,0
0
0
1
0,0,0
0
