-19,46
37,49
0,8,31,49
24,9
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,156,152,152,3,1,2,3,1,2,3,1,2,3,1,255
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,6,4,5,6,4,5,6,4,5,6,4,5,6,4,255
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,9,7,8,9,7,8,9,7,8,9,7,8,9,7,255
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,36,37,36,37,36,37,36,53,3,1,2,3,1,2,3,1,2,3,1,2,3,1,255
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,156,152,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,11,4,255
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,154,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,255
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,154,2,3,1,2,3,1,2,3,1,2,3,1,2,42,35,34,35,34,35,34,35,34
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,154,5,6,4,5,11,4,5,6,4,5,6,4,5,41,32,37,36,33,32,33,32,33
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,154,8,9,7,8,9,7,8,9,7,8,9,7,8,40,49,8,9,40,33,32,33,32
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,1,2,3,1,2,3,1,2,3,1,2,3,1,2,41,48,153,159,41,32,33,32,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,4,5,6,4,128,128,128,5,6,4,5,6,4,5,40,33,34,35,32,33,32,33,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,7,8,9,7,8,9,7,8,9,7,8,9,7,8,41,32,33,32,33,32,33,32,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,1,2,3,1,2,3,1,2,3,1,2,3,1,2,40,33,32,33,32,33,32,33,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,36,37,36,37,36,37,36,53,4,5,6,4,5,6,4,5,6,4,5,6,4,5,41,32,33,32,33,32,33,32,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,40,33,32,33,32,33,32,33,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,2,3,1,2,3,1,2,3,1,2,3,1,128,128,128,2,3,1,2,3,1,2,41,32,33,32,33,32,33,32,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,48,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,40,33,32,33,32,33,32,33,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,128,128,128,9,7,8,41,32,33,32,33,32,33,32,33
37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,52,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,40,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,4,5,6,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,4,5,6,4,128,128,128,5,6,4,5,6,4,5,41,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,63,7,8,9,7,8,9,7,8,9,7,8,40,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,63,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,41,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,40,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,50,154,9,7,8,9,7,8,9,7,8,9,7,8,9,7,155,41,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,49,158,153,153,153,153,153,153,153,153,153,153,153,153,153,153,159,40,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,33,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54
3,34,3,0,0,0,0,0
3,35,1,0,0,0,0,0
3,36,2,0,0,0,0,0
3,48,2,0,0,0,0,0
4,48,5,0,0,0,0,0
5,48,8,0,0,0,0,0
6,33,2,0,0,0,0,0
6,48,2,0,0,0,0,0
7,26,4,0,0,0,0,0
7,27,5,0,0,0,0,0
7,48,5,0,0,0,0,0
8,26,7,0,0,0,0,0
8,48,8,0,0,0,0,0
9,26,1,0,0,0,0,0
9,40,3,0,0,0,0,0
10,26,4,0,0,0,0,0
11,26,7,0,0,0,0,0
12,42,2,0,0,0,0,0
12,43,3,0,0,0,0,0
13,30,5,0,0,0,0,0
13,31,6,0,0,0,0,0
13,32,4,0,0,0,0,0
16,25,6,0,0,0,0,0
18,30,2,0,0,0,0,0
18,31,3,0,0,0,0,0
18,32,1,0,0,0,0,0
20,34,9,0,0,0,0,0
20,35,7,0,0,0,0,0
20,36,8,0,0,0,0,0
21,17,1,0,0,0,0,0
22,30,5,0,0,0,0,0
22,31,6,0,0,0,0,0
22,32,4,0,0,0,0,0
23,28,9,0,0,0,0,0
24,24,2,0,0,0,0,0
26,23,7,0,0,0,0,0
26,24,8,0,0,0,0,0
26,39,8,0,0,0,0,0
27,24,2,0,0,0,0,0
27,25,3,0,0,0,0,0
27,26,1,0,0,0,0,0
27,27,2,0,0,0,0,0
27,28,3,0,0,0,0,0
27,29,1,0,0,0,0,0
27,30,2,0,0,0,0,0
27,31,3,0,0,0,0,0
27,32,1,0,0,0,0,0
27,33,2,0,0,0,0,0
27,34,3,0,0,0,0,0
27,35,1,0,0,0,0,0
27,36,2,0,0,0,0,0
27,37,3,0,0,0,0,0
27,38,1,0,0,0,0,0
27,39,2,0,0,0,0,0
0
0
1
1,0,0
0
