0,0,16,16,0,0
0,16,16,16,0,0
0,32,16,16,0,0
0,48,16,16,0,0
0,64,16,16,0,0
0,80,16,16,0,0
0,96,16,16,0,0
0,112,16,16,0,0
0,128,16,16,0,0
0,144,16,16,0,0
0,160,16,16,0,0
0,176,16,16,0,0
16,0,16,16,0,0
16,16,16,16,0,0
16,32,16,16,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16,48,16,16,0,0
16,64,16,16,0,0
16,80,16,16,0,0
16,96,16,16,0,0
16,112,16,17,0,0
16,129,16,17,0,0
16,146,16,17,0,0
16,163,16,17,0,0
32,0,16,16,0,0
32,16,16,16,0,0
32,32,16,16,0,0
32,48,16,16,0,0
32,64,16,17,0,0
32,81,16,17,0,0
32,98,16,17,0,0
32,115,16,17,0,0
32,132,16,16,0,0
32,148,16,16,0,0
32,164,16,16,0,0
48,0,16,16,0,0
48,16,16,17,0,0
48,33,16,17,0,0
48,50,16,17,0,0
48,67,16,17,0,0
48,84,16,16,0,0
48,100,16,16,0,0
48,116,16,16,0,0
48,132,16,16,0,0
48,148,16,17,0,0
48,165,16,17,0,0
64,0,16,17,0,0
64,17,16,17,0,0
64,34,16,16,0,0
64,50,16,16,0,0
64,66,16,16,0,0
64,82,16,16,0,0
64,98,16,22,0,0
64,120,16,16,0,0
64,136,16,16,0,0
64,152,16,22,0,0
64,174,16,16,0,0
80,0,16,22,0,0
80,22,16,16,0,0
80,38,16,22,0,0
80,60,16,16,0,0
80,76,16,20,0,0
80,96,17,17,1,1
80,113,17,18,1,1
80,131,17,22,1,1
80,153,17,17,1,1
80,170,17,18,1,1
97,0,17,22,1,1
97,22,18,17,1,1
97,39,18,18,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
97,57,16,16,0,0
97,73,16,16,0,0
97,89,16,16,0,0
97,105,16,16,0,0
0,0,0,0,0,0
97,121,20,21,2,3
97,142,20,20,2,2
97,162,20,20,2,1
117,0,18,18,1,1
117,18,19,17,1,1
0,0,0,0,0,0
117,35,16,6,0,0
117,41,16,3,0,0
117,44,20,13,2,4
117,57,20,13,2,4
117,70,16,11,0,0
117,81,16,2,0,0
117,83,16,11,0,0
117,94,18,18,1,1
117,112,18,18,1,1
117,130,18,18,1,1
117,148,18,18,1,1
117,166,20,20,2,2
137,0,20,20,2,2
137,20,18,12,1,2
137,32,18,12,1,0
137,44,12,18,0,1
137,62,12,18,2,1
137,80,18,17,1,0
137,97,17,18,1,1
137,115,17,18,0,1
137,133,18,17,1,1
137,150,16,16,0,0
137,166,16,16,0,0
157,0,14,14,-1,-1
157,14,12,12,-2,-2
157,26,10,10,-3,-3
157,36,12,12,-2,-2
157,48,14,14,-1,-1
157,62,16,16,0,0
157,78,16,16,0,0
0,0,0,0,0,0
157,94,19,32,0,0
157,126,18,32,0,0
157,158,18,32,0,0
176,0,19,32,3,0
176,32,18,32,2,0
176,64,18,32,2,0
176,96,16,16,0,0
176,112,16,16,0,0
176,128,16,16,0,0
176,144,16,16,0,0
176,160,16,16,0,0
176,176,16,16,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
