6,34
66,48
1,0,66,47
9,1
0,0,0,0,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,66,70,4,5,10,4,5,6,4,5,6,4,32,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,67,69,7,8,9,7,8,9,7,8,9,7,33,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,66,81,65,64,74,1,2,3,1,2,3,1,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,68,37,36,37,71,4,5,6,4,5,6,4,32,37,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,8,9,7,8,9,7,8,9,7,8,9,7,49,160,41,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,3,1,2,3,1,2,3,1,2,3,1,66,35,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,5,6,4,5,10,4,5,6,4,5,6,4,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,8,9,7,8,9,7,8,9,7,8,9,7,32,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,3,1,2,3,1,2,3,1,2,3,1,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,5,6,4,5,6,4,5,6,4,5,6,4,66,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,35,34,35,64,64,65,35,34,74,7,8,9,7,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32,33,32,33,32,33,32,33,70,1,2,3,1,66,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,32,33,32,33,32,33,32,69,4,5,6,4,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32,33,32,33,32,33,32,33,70,7,8,9,7,66,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,32,33,32,33,32,33,32,32,1,2,3,1,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32,33,32,33,32,33,32,33,32,4,5,6,4,66,33,32,33,32,33,32,33,32,33,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,32,33,32,33,32,33,32,69,7,8,9,7,67,32,33,32,33,32,33,32,33,32,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,32,33,32,33,32,33,32,33,70,1,2,3,1,66,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,0
32,33,32,33,32,33,32,33,32,69,4,5,6,4,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,0
33,32,33,32,33,32,33,32,33,70,7,8,9,7,66,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,0
32,33,32,33,32,33,32,33,32,69,1,2,3,1,67,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,0
33,32,33,32,33,32,33,32,33,70,4,5,6,4,66,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,0
32,33,32,33,32,33,32,33,32,69,7,8,9,7,67,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,0
33,32,33,32,33,32,33,32,33,70,1,2,3,1,66,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,0
32,33,32,33,32,33,32,33,32,69,4,5,6,4,67,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,0
33,32,33,32,33,32,33,32,33,70,7,8,9,7,66,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,0
32,33,32,33,32,33,32,33,32,69,1,2,3,1,68,37,36,37,36,37,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,0
33,32,33,32,33,32,33,32,33,70,4,5,6,4,5,6,4,5,152,157,44,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,37,36,32
32,33,32,33,32,33,32,33,32,69,7,8,9,7,8,9,7,8,9,7,8,9,152,8,9,7,152,9,7,8,152,7,8,9,152,8,9,7,152,9,7,8,9,7,8,9,7,33
33,32,33,32,33,32,33,32,33,70,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,32
32,33,32,33,32,33,32,33,32,69,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,4,5,10,4,5,6,4,5,6,4,5,6,4,33
33,32,33,32,33,32,33,32,33,81,64,65,64,65,64,65,64,65,74,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,153,5,153,4,153,6,153,5,153,4,153,6,153,5,153,4,153,6,153,5,6,4,5,6,4,5,6,4,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,81,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,64,65,74,9,7,8,72,65,64,65,64,33
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,3,1,72,78,32,33,32,33,32
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,154,4,67,32,33,32,33,32,0
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,154,7,66,33,32,33,32,33,0
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,3,1,67,32,33,32,33,32,0
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,10,4,66,33,32,33,32,33,0
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,9,7,67,32,33,32,33,32,0
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,3,1,66,33,32,33,32,33,0
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,10,4,67,32,33,32,33,32,0
33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,9,7,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,3,1,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,10,4,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,9,7,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,3,1,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,10,4,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,9,7,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,3,1,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,6,4,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,9,7,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,32,69,0,1,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,70,0,4,67,32,33,32,33,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,32,33,37,71,0,0,66,33,32,33,32,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,48,0,0,0,0,68,37,36,37,36,37,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,37,52,0,0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,48,156,152,0,0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,49,0,0,0,0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,48,0,0,0,0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,49,0,0,0,0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,48,0,0,255,255,255,255,255,255,0,0,0,0,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,33,32,33,32,33,32,33,32,33,34,35,34,35,34,35,34,35,34,35,34,35,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,32
32
3,6,3,0,0,0,0,0
5,15,9,0,0,0,0,0
11,9,9,0,0,0,0,0
15,9,71,0,0,0,0,0
16,9,74,0,0,0,0,0
27,14,2,0,0,0,0,0
28,18,6,0,0,0,0,0
28,19,4,0,0,0,0,0
29,22,7,0,0,0,0,0
29,26,8,0,0,0,0,0
29,30,9,0,0,0,0,0
29,34,7,0,0,0,0,0
29,38,8,0,0,0,0,0
32,18,9,0,0,0,0,0
34,19,4,0,0,0,0,0
34,21,6,0,0,0,0,0
34,23,5,0,0,0,0,0
34,25,4,0,0,0,0,0
34,27,6,0,0,0,0,0
34,29,5,0,0,0,0,0
34,31,4,0,0,0,0,0
34,33,6,0,0,0,0,0
34,35,5,0,0,0,0,0
34,37,4,0,0,0,0,0
35,38,8,0,0,0,0,0
35,42,9,0,0,0,0,0
36,41,2,0,0,0,0,0
37,39,6,0,0,0,0,0
38,39,9,0,0,0,0,0
14,10,150,14,10,14,13,2
23,13,151,23,13,23,10,2
33,19,147,33,19,33,43,4
3
qwq.png
QwQ
Humans' essential lies in their ability to repeat.
1
63,35,63,46,1,0,1,2,0,1,2,0,1,2
2
2,-10,155
0,0,308
0
